False Positive Rate,True Positive Rate,Thresholds
0.0,0.0,inf
0.0,0.002976190476190476,0.9958883
0.0,0.2648809523809524,0.94280696
0.0,0.2708333333333333,0.9419665
0.0,0.31845238095238093,0.92719024
0.005649717514124294,0.31845238095238093,0.92684305
0.005649717514124294,0.38392857142857145,0.9045379
0.00847457627118644,0.38392857142857145,0.9035762
0.00847457627118644,0.3869047619047619,0.90312713
0.011299435028248588,0.3869047619047619,0.9020028
0.011299435028248588,0.4255952380952381,0.8877392
0.014124293785310734,0.4255952380952381,0.88649803
0.014124293785310734,0.44345238095238093,0.87737715
0.01694915254237288,0.44345238095238093,0.87662834
0.01694915254237288,0.44642857142857145,0.8750174
0.01977401129943503,0.44642857142857145,0.87497705
0.01977401129943503,0.47023809523809523,0.859374
0.01977401129943503,0.47619047619047616,0.85927695
0.01977401129943503,0.49107142857142855,0.8526064
0.022598870056497175,0.49107142857142855,0.85049593
0.022598870056497175,0.5535714285714286,0.8232057
0.022598870056497175,0.5625,0.8213984
0.022598870056497175,0.5863095238095238,0.8145277
0.025423728813559324,0.5863095238095238,0.81130123
0.025423728813559324,0.5892857142857143,0.8112237
0.02824858757062147,0.5892857142857143,0.8107163
0.02824858757062147,0.6101190476190477,0.79638135
0.02824858757062147,0.6190476190476191,0.7910917
0.02824858757062147,0.6279761904761905,0.788728
0.02824858757062147,0.6339285714285714,0.7877585
0.02824858757062147,0.7321428571428571,0.7144211
0.031073446327683617,0.7321428571428571,0.7093947
0.031073446327683617,0.7380952380952381,0.7053178
0.031073446327683617,0.7440476190476191,0.699946
0.031073446327683617,0.7559523809523809,0.68810636
0.03672316384180791,0.7559523809523809,0.6793712
0.03672316384180791,0.7619047619047619,0.67892784
0.03672316384180791,0.7708333333333334,0.67829376
0.0423728813559322,0.7708333333333334,0.66791016
0.0423728813559322,0.7738095238095238,0.66773903
0.04519774011299435,0.7738095238095238,0.663584
0.04519774011299435,0.7767857142857143,0.65884244
0.0480225988700565,0.7767857142857143,0.65690774
