False Positive Rate,True Positive Rate,Thresholds
0.0,0.0,inf
0.0,0.003134796238244514,0.9957884
0.0,0.1536050156739812,0.9683063
0.0,0.16300940438871472,0.96814907
0.0,0.20376175548589343,0.96098244
0.0,0.21003134796238246,0.9594303
0.0,0.31974921630094044,0.9391192
0.0,0.32601880877742945,0.93855095
0.0,0.3542319749216301,0.9337983
0.005390835579514825,0.3542319749216301,0.9322276
0.005390835579514825,0.3824451410658307,0.9250064
0.005390835579514825,0.3887147335423197,0.9243128
0.005390835579514825,0.5203761755485894,0.8749797
0.005390835579514825,0.5266457680250783,0.87267315
0.005390835579514825,0.5862068965517241,0.8513786
0.008086253369272238,0.5862068965517241,0.8511969
0.008086253369272238,0.5924764890282131,0.8478012
0.008086253369272238,0.5987460815047022,0.8464998
0.008086253369272238,0.6363636363636364,0.8258917
0.008086253369272238,0.6426332288401254,0.82496774
0.008086253369272238,0.7084639498432602,0.78568554
0.013477088948787063,0.7084639498432602,0.7825636
0.013477088948787063,0.7178683385579937,0.7793192
0.018867924528301886,0.7178683385579937,0.77781653
0.018867924528301886,0.7460815047021944,0.7455918
0.0215633423180593,0.7460815047021944,0.74285156
0.0215633423180593,0.7586206896551724,0.73765075
0.026954177897574125,0.7586206896551724,0.729942
0.026954177897574125,0.7774294670846394,0.71853805
0.029649595687331536,0.7774294670846394,0.717927
0.029649595687331536,0.7962382445141066,0.7022783
0.03234501347708895,0.7962382445141066,0.7018603
0.03234501347708895,0.799373040752351,0.69575876
0.03504043126684636,0.799373040752351,0.69186485
0.03504043126684636,0.8025078369905956,0.6914639
0.03773584905660377,0.8025078369905956,0.69036096
0.03773584905660377,0.8056426332288401,0.6901429
0.04043126684636118,0.8056426332288401,0.6886146
0.04043126684636118,0.8150470219435737,0.6878325
0.04582210242587601,0.8150470219435737,0.67669374
0.04582210242587601,0.8181818181818182,0.666428
0.04851752021563342,0.8181818181818182,0.66535354
0.04851752021563342,0.8213166144200627,0.6622429
0.05121293800539083,0.8213166144200627,0.66213846
0.05121293800539083,0.8275862068965517,0.66055465
0.07008086253369272,0.8275862068965517,0.63028926
0.07008086253369272,0.8526645768025078,0.617021
0.07547169811320754,0.8526645768025078,0.61466354
0.07547169811320754,0.8557993730407524,0.60889155
0.08355795148247978,0.8557993730407524,0.60509986
0.08355795148247978,0.8589341692789969,0.5943161
0.0889487870619946,0.8589341692789969,0.5829629
0.0889487870619946,0.8683385579937304,0.5792519
0.0889487870619946,0.8714733542319749,0.5791921
0.09703504043126684,0.8714733542319749,0.5723005
0.09703504043126684,0.877742946708464,0.5697055
0.1105121293800539,0.877742946708464,0.5569328
0.1105121293800539,0.8808777429467085,0.55019295
0.11320754716981132,0.8808777429467085,0.5389837
0.11320754716981132,0.8871473354231975,0.52978206
0.12129380053908356,0.8871473354231975,0.52603936
0.12129380053908356,0.890282131661442,0.52470696
0.12398921832884097,0.890282131661442,0.52466387
0.12398921832884097,0.896551724137931,0.52287054
0.1293800539083558,0.896551724137931,0.5169749
0.1293800539083558,0.8996865203761756,0.51631576
0.13746630727762804,0.8996865203761756,0.5151108
0.13746630727762804,0.9059561128526645,0.50938237
0.14016172506738545,0.9059561128526645,0.5065962
0.14016172506738545,0.9090909090909091,0.50411904
0.14285714285714285,0.9090909090909091,0.49577034
0.14285714285714285,0.9153605015673981,0.49234214
0.14555256064690028,0.9153605015673981,0.4898932
0.14555256064690028,0.9184952978056427,0.48829916
0.1509433962264151,0.9184952978056427,0.46396065
0.1509433962264151,0.9216300940438872,0.461248
0.1752021563342318,0.9216300940438872,0.44272333
0.1752021563342318,0.9247648902821317,0.44258124
0.1778975741239892,0.9247648902821317,0.43715468
0.18867924528301888,0.9247648902821317,0.42784083
0.19946091644204852,0.9247648902821317,0.41199535
0.19946091644204852,0.9278996865203761,0.40925068
0.22371967654986524,0.9278996865203761,0.38044536
0.22371967654986524,0.9310344827586207,0.3798399
0.22641509433962265,0.9310344827586207,0.3768562
0.22641509433962265,0.9404388714733543,0.3670252
0.22911051212938005,0.9404388714733543,0.36459455
0.22911051212938005,0.9435736677115988,0.36033154
0.23180592991913745,0.9435736677115988,0.35589108
0.23180592991913745,0.9467084639498433,0.35456282
0.25067385444743934,0.9467084639498433,0.32691717
0.25067385444743934,0.9498432601880877,0.32610434
0.2803234501347709,0.9498432601880877,0.3062003
0.2803234501347709,0.9561128526645768,0.304579
0.2857142857142857,0.9561128526645768,0.29571313
0.2857142857142857,0.9623824451410659,0.29145736
0.29649595687331537,0.9623824451410659,0.2847526
0.29649595687331537,0.9686520376175548,0.28288525
0.32075471698113206,0.9686520376175548,0.27301955
0.32075471698113206,0.9717868338557993,0.27165222
0.40161725067385445,0.9717868338557993,0.23216309
0.40161725067385445,0.9749216300940439,0.23180024
